,기초지자체,기타관광,레저스포츠,문화관광,쇼핑,숙박,역사관광,음식,자연관광,체험관광,외부방문자 수
0,서울특별시 강남구,4681899.0,253332.91666666666,27999477.0,29437557.0,28349901.0,2172534.152777778,98575116.91666667,0.0,7660.0,191488692.0
1,서울특별시 강동구,86946.0,257435.91666666666,5863096.0,9500638.0,2338230.0,876583.1527777778,25408817.916666668,0.0,17301.0,44360264.0
2,서울특별시 강북구,419085.0,119375.99999999999,2505485.0,6420236.0,3277662.0,3538251.0,11829140.0,154548.0,564.0,28202221.0
3,서울특별시 강서구,25319180.0,831530.9166666666,5323442.0,16538216.0,4454421.0,298894.15277777775,15961711.916666666,0.0,12375.0,68751676.0
4,서울특별시 관악구,20944.0,116978.0,4175451.0,16565924.0,4156550.0,698803.0,24951156.0,502648.0,3576.0,51082096.0
5,서울특별시 광진구,3321744.0,356093.0,16988076.0,9025195.0,11145648.0,578576.0,18067785.0,23859.0,250518.0,59647049.0
6,서울특별시 구로구,10567.0,94355.0,6617155.0,25993097.0,6166465.0,123636.0,12711235.0,1180880.0,1057.0,52835793.0
7,서울특별시 금천구,0.0,5118.916666666667,2098084.0,15233085.0,2391662.0,416008.15277777775,6237591.916666667,0.0,6864.0,26400951.0
8,서울특별시 노원구,481727.0,2612141.9166666665,4513052.0,28106131.0,960941.0,380798.15277777775,13169414.916666666,35839.22222222222,6537.0,50284702.0
9,서울특별시 도봉구,58644.0,101900.91666666667,2411479.0,11375135.0,1254043.0,296285.15277777775,10590304.916666666,74256.22222222222,524.0,26180431.0
10,서울특별시 동대문구,461397.0,363861.0,2205633.0,21513487.0,2541152.0,342461.0,18657178.0,102738.0,152719.0,46278501.0
11,서울특별시 동작구,36277.0,626.916666666667,8185103.0,8425983.0,4098356.0,996518.1527777778,26613578.916666668,0.0,967.0,48369595.0
12,서울특별시 마포구,221603.0,180847.91666666666,23979932.0,15400423.0,11368866.0,576526.1527777778,49875927.916666664,9361.222222222223,20331.0,101652955.0
13,서울특별시 서대문구,26777.0,52145.0,11338674.0,15748432.0,8680699.0,2529022.0,32129461.0,64124.0,7751.0,70465936.0
14,서울특별시 서초구,5633684.0,183294.91666666666,21203136.0,41037799.0,13746188.0,3540505.152777778,49672302.916666664,1528190.2222222222,12292.0,136574146.0
15,서울특별시 성동구,5726.0,0.0,12970931.0,16772100.0,1062995.0,46508.15277777778,21126138.916666668,41510.22222222222,15096.0,52056551.0
16,서울특별시 성북구,72324.0,1385961.9166666667,2574022.0,14153635.0,1524023.0,3452805.152777778,20391375.916666668,0.0,3485.0,43568414.0
17,서울특별시 송파구,228246.0,365065.9166666667,21440424.0,38759794.0,9067793.0,286286.15277777775,34225452.916666664,777759.2222222222,14726.0,105182615.0
18,서울특별시 양천구,0.0,1618996.0,4141324.0,16502967.0,129137.0,192844.0,11908804.0,689.0,3788.0,34436423.0
19,서울특별시 영등포구,884895.0,470861.9166666667,14366587.0,43326264.0,10577471.0,19292.152777777777,26271021.916666668,39165.22222222222,960.0,95975597.0
20,서울특별시 용산구,8701952.0,133464.91666666666,24033921.0,11960048.0,12174859.0,227640.15277777778,27321928.916666668,1008096.2222222222,1712.0,85581742.0
21,서울특별시 은평구,744216.0,84628.0,2324941.0,13842024.0,1364831.0,2592689.0,11605463.0,111535.0,4240.0,32612439.0
22,서울특별시 종로구,6824439.0,110174.91666666667,29610632.0,12501180.0,14166217.0,17128398.152777776,35959162.916666664,186516.22222222222,11652.0,116517658.0
23,서울특별시 중구,537321.0,94817.91666666667,11092186.0,46680669.0,35536679.0,994265.1527777778,25521186.916666668,0.0,6024.0,120475569.0
24,서울특별시 중랑구,231103.0,48416.916666666664,2622374.0,18052713.0,899011.0,173239.15277777778,8936296.916666666,0.0,4957.0,30979018.0
25,경기도 가평군,1766811.0,3737741.9166666665,1760579.0,66216.0,8394431.0,120664.15277777778,8017662.916666667,2076709.2222222222,8050.0,25967244.0
26,경기도 고양시 덕양구,2889715.0,3358720.9166666665,4254493.0,15030864.0,1058189.0,1479458.1527777778,28775283.916666668,46292.22222222222,287713.0,57199421.0
27,경기도 고양시 일산동구,785563.0,449420.9166666667,6263715.0,13316276.0,1792134.0,344325.15277777775,31690862.916666668,0.0,50876.0,54704936.0
28,경기도 고양시 일산서구,648156.0,216530.91666666666,12042354.0,12104945.0,1304607.0,1776.1527777777778,11274019.916666666,25901.222222222223,69001.0,37705411.0
29,경기도 과천시,38100.0,2163102.9166666665,8426102.0,477065.0,120801.0,924195.1527777778,5803206.916666667,75978.22222222222,10292.0,18056965.0
30,경기도 광명시,11715035.0,966176.9166666666,1123330.0,9988462.0,1127990.0,48601.15277777778,9745642.916666666,1103882.2222222222,6093.0,35843333.0
31,경기도 광주시,397960.0,5386757.0,2949781.0,2209391.0,2925382.0,1291476.0,23741082.0,3216069.0,60157.0,42067609.0
32,경기도 구리시,212372.0,462441.9166666667,2535238.0,15768402.0,1791135.0,812561.1527777778,18374195.916666668,0.0,102580.0,40070142.0
33,경기도 군포시,199030.0,997795.0,1654923.0,8399296.0,663891.0,208181.0,10782394.0,30198.0,3432.0,22877014.0
34,경기도 김포시,210372.0,1005612.9166666666,3668505.0,12348974.0,2152092.0,314467.15277777775,24026516.916666668,1764146.2222222222,125037.0,45633843.0
35,경기도 남양주시,3777184.0,2683709.9166666665,4567078.0,10527358.0,2139538.0,2037906.1527777778,38293262.916666664,820047.2222222222,146927.0,65011781.0
36,경기도 동두천시,158803.0,323952.9166666667,665718.0,911041.0,839774.0,17187.152777777777,5142612.916666667,395697.22222222225,1017.0,8474008.0
37,경기도 부천시,2027107.0,220821.91666666666,8855916.0,23963436.0,2298807.0,372881.15277777775,24694478.916666668,108914.22222222222,43197.0,62603679.0
38,경기도 성남시 분당구,890592.0,1577674.9166666667,5009957.0,19818701.0,2601105.0,246101.15277777778,45801774.916666664,11334.222222222223,13678.0,75989038.0
39,경기도 성남시 수정구,141248.0,991848.9166666666,4351673.0,4364645.0,3371943.0,450267.15277777775,22239269.916666668,54353.22222222222,49725.0,36032733.0
40,경기도 성남시 중원구,0.0,29123.916666666668,2039619.0,8804759.0,2976633.0,88084.15277777778,9569347.916666666,45613.22222222222,84925.0,23655988.0
41,경기도 수원시 권선구,2427807.0,672272.9166666666,2683929.0,14431571.0,1561498.0,95599.15277777778,14955639.916666666,10098.222222222223,102006.0,36958541.0
42,경기도 수원시 영통구,7438.0,301746.9166666667,5719987.0,18187832.0,915317.0,15995.152777777777,24238819.916666668,169119.22222222222,9917.0,49583795.0
43,경기도 수원시 장안구,12015.0,58691.916666666664,6594278.0,6661308.0,723739.0,666596.1527777778,15501302.916666666,590996.2222222222,791086.0,31618132.0
44,경기도 수원시 팔달구,6915052.0,110297.91666666667,6815272.0,9890497.0,6314693.0,4159603.152777778,21824658.916666668,4308.222222222223,3363.0,56055866.0
45,경기도 시흥시,173299.0,2552526.9166666665,8376280.0,10938733.0,1883025.0,193802.15277777778,22533673.916666668,738046.2222222222,71694.0,47479199.0
46,경기도 안산시 단원구,843918.0,1499630.9166666667,6074680.0,12143499.0,5347522.0,64505.15277777778,18661558.916666668,370877.22222222225,57253.0,45081112.0
47,경기도 안산시 상록구,1361880.0,2666259.9166666665,3202670.0,3349873.0,1608470.0,217438.15277777778,12318079.916666666,151566.22222222222,139943.0,25034550.0
48,경기도 안성시,1013420.0,7566721.916666667,2601854.0,6892519.0,1546222.0,876614.1527777778,11654636.916666666,965302.2222222222,102372.0,33237782.0
49,경기도 안양시 동안구,75531.0,433618.9166666667,2540703.0,13275749.0,1045558.0,14962.152777777777,18568138.916666668,0.0,1798.0,35966917.0
50,경기도 안양시 만안구,321787.0,845222.9166666666,6854442.0,4009598.0,1899660.0,1851804.1527777778,10659736.916666666,86022.22222222222,3717.0,26550110.0
51,경기도 양주시,264408.0,2253849.9166666665,4132705.0,2366331.0,2003808.0,383892.15277777775,16727803.916666666,1034129.2222222222,457082.0,29642128.0
52,경기도 양평군,4194487.0,1644069.0,2097096.0,965119.0,5262970.0,1170664.0,13124784.0,1093290.0,90369.0,29532404.0
53,경기도 여주시,358287.0,8171588.916666667,845905.0,3756640.0,1027387.0,583342.1527777778,8362659.916666667,178087.22222222222,85128.0,23386911.0
54,경기도 연천군,958540.0,718364.9166666666,887412.0,98951.0,1546438.0,768888.1527777778,2179077.9166666665,788171.2222222222,100564.0,8064446.0
55,경기도 오산시,137361.0,196923.00000000003,1650122.0,10225936.0,1098116.0,186821.0,11875545.0,312905.0,5382.0,25626985.0
56,경기도 용인시 기흥구,84631.0,6227056.916666667,3002846.0,17256945.0,1062013.0,2530837.152777778,21403321.916666668,0.0,19094.0,51604154.0
57,경기도 용인시 수지구,68291.0,24487.916666666668,1029620.0,11289353.0,648920.0,202465.15277777778,17613308.916666668,0.0,12360.0,30900951.0
58,경기도 용인시 처인구,3929627.0,6901267.916666667,8132168.0,3344187.0,3969236.0,422656.15277777775,15961868.916666666,493223.22222222225,355181.0,43527100.0
59,경기도 의왕시,443901.0,210248.91666666666,1948557.0,6469690.0,631695.0,517234.15277777775,14975633.916666666,334146.22222222225,35819.0,25585045.0
60,경기도 의정부시,524622.0,746996.0,2424563.0,12294963.0,1339626.0,165827.0,19712171.0,25655.0,8923.0,37180849.0
61,경기도 이천시,1947826.0,7787560.916666667,2406223.0,5322769.0,2298070.0,348306.15277777775,14164998.916666666,113068.22222222222,1405987.0,35812213.0
62,경기도 파주시,5706142.0,3770112.0,4351213.0,8583487.0,2321003.0,780140.0,22298570.0,612170.0,234965.0,48546386.0
63,경기도 평택시,1186168.0,573523.9166666666,4582652.0,9598907.0,2409139.0,138313.15277777778,23474092.916666668,247336.22222222222,74030.0,42302705.0
64,경기도 포천시,652795.0,5771541.916666667,1934587.0,922133.0,4010604.0,228183.15277777778,9762945.916666666,2857930.222222222,882922.0,27042032.0
65,경기도 하남시,30910.0,1158776.9166666667,3559764.0,29977523.0,574123.0,112137.15277777778,15221492.916666666,0.0,21789.0,50672802.0
66,경기도 화성시,4998922.0,6452747.916666667,7563548.0,13136275.0,6011827.0,1722300.1527777778,40245110.916666664,5941071.222222222,1381154.0,87470201.0
67,경상남도 거제시,1635278.0,522857.0,2580618.0,1023270.0,4989583.0,1217575.0,5987803.0,2776793.0,158145.0,20781271.0
68,경상남도 거창군,1700496.0,536576.9166666666,764545.0,193188.0,664751.0,139843.15277777778,1508076.9166666667,525156.2222222222,412488.0,6463307.0
69,경상남도 고성군,760820.0,719958.9166666666,1867113.0,320992.0,1362887.0,455646.15277777775,2029733.9166666667,708689.2222222222,54688.0,8298648.0
70,경상남도 김해시,1104222.0,1810911.9166666667,3719283.0,11084620.0,2303643.0,830484.1527777778,17270025.916666668,259035.22222222222,141448.0,38541795.0
71,경상남도 남해군,1579050.0,222088.91666666666,452327.0,132296.0,1769226.0,716214.1527777778,1857994.9166666667,1064067.2222222222,63313.0,7874777.0
72,경상남도 밀양시,2037917.0,1106075.0,1092994.0,364781.0,2132181.0,1825018.0,3801676.0,1016801.0,117728.0,13485425.0
73,경상남도 사천시,2670391.0,913736.0,1216281.0,1527101.0,1612090.0,513795.0,4616440.0,1253705.0,22569.0,14283983.0
74,경상남도 산청군,948245.0,66486.0,464589.0,61812.0,1387037.0,1424361.0,1525927.0,369363.0,32402.0,6231073.0
75,경상남도 양산시,787484.0,2872691.9166666665,2424622.0,4718391.0,2567020.0,2880558.152777778,12569697.916666666,715155.2222222222,50920.0,29604659.0
76,경상남도 의령군,321537.0,611297.9166666666,394384.0,310089.0,353427.0,621922.1527777778,1001487.9166666666,140226.22222222222,5856.0,3778348.0
77,경상남도 진주시,2216286.0,193461.0,1276845.0,4235903.0,2402129.0,499714.0,8661257.0,559334.0,12630.0,20047814.0
78,경상남도 창녕군,404127.0,1233235.9166666667,1500849.0,259893.0,1713681.0,367311.15277777775,1948894.9166666667,663476.2222222222,369701.0,8479374.0
79,경상남도 창원시 마산합포구,2026007.0,19083.916666666668,2151202.0,4627408.0,2066976.0,348172.15277777775,9994171.916666666,1498183.2222222222,138470.0,22887566.0
80,경상남도 창원시 마산회원구,5920039.0,46159.916666666664,2856888.0,2980462.0,469181.0,263154.15277777775,5549820.916666667,229246.22222222222,1283.0,18334537.0
81,경상남도 창원시 성산구,153355.0,292107.9166666667,4704878.0,10107991.0,4093172.0,500039.15277777775,8491589.916666666,157018.22222222222,38838.0,28557681.0
82,경상남도 창원시 의창구,5178400.0,1117688.9166666667,2323079.0,3059209.0,1904634.0,1398793.1527777778,12308413.916666666,820503.2222222222,1505452.0,29634884.0
83,경상남도 창원시 진해구,1237566.0,1420828.9166666667,1764781.0,2017858.0,881426.0,711256.1527777778,7563798.916666667,432684.22222222225,30228.0,16078546.0
84,경상남도 통영시,1502075.0,232008.0,765007.0,5319621.0,2287676.0,264267.0,3540446.0,590173.0,10657.0,14401486.0
85,경상남도 하동군,1357584.0,128018.0,776209.0,1159267.0,867122.0,1017538.0,1505292.0,261153.0,45634.0,7108144.0
86,경상남도 함안군,440734.0,1193643.0,2736649.0,172934.0,481322.0,1055408.0,3498394.0,105062.0,35635.0,9709939.0
87,경상남도 함양군,475880.0,550880.0,896926.0,89258.0,848049.0,367140.0,998587.0,599625.0,105567.0,4882825.0
88,경상남도 합천군,568755.0,436637.0,1309212.0,75923.0,990564.0,1278354.0,1266127.0,409017.0,39266.0,6364046.0
89,경상북도 경산시,1721107.0,2344343.9166666665,2030808.0,3307846.0,2052383.0,1175126.1527777778,14037053.916666666,564979.2222222222,58444.0,27310483.0
90,경상북도 경주시,2555938.0,1737801.9166666667,4841429.0,1036180.0,8058553.0,6751868.152777778,14243816.916666666,1078523.2222222222,42787.0,40365421.0
91,경상북도 고령군,517862.0,1753112.0,933825.0,336011.0,449182.0,112354.0,1170675.0,112788.0,96371.0,5472488.0
92,경상북도 구미시,2348107.0,1072705.9166666667,2029195.0,3028649.0,2208427.0,595826.1527777778,11092333.916666666,175720.22222222222,32773.0,22601856.0
93,경상북도 군위군,373554.0,1757944.9166666667,1095299.0,150904.0,414762.0,430510.15277777775,1929547.9166666667,210892.22222222222,7283.0,6388817.0
94,경상북도 김천시,3145598.0,681375.0,544612.0,935114.0,1173304.0,1111705.0,3370187.0,301026.0,39904.0,11240701.0
95,경상북도 문경시,1235918.0,376979.9166666667,843898.0,315241.0,1824916.0,1308644.1527777778,2521294.9166666665,873064.2222222222,351890.0,9669966.0
96,경상북도 봉화군,1127337.0,27928.0,317418.0,61723.0,536905.0,485731.0,828926.0,638813.0,3375.0,4018452.0
97,경상북도 상주시,1271222.0,1130958.9166666667,1607375.0,703096.0,1704262.0,367238.15277777775,3951214.9166666665,770971.2222222222,51048.0,11575505.0
98,경상북도 성주군,470197.0,319076.0,567901.0,198904.0,1798298.0,383856.0,1884865.0,775222.0,86244.0,6474753.0
99,경상북도 안동시,1918520.0,611975.9166666666,1265010.0,2103207.0,1798144.0,2576360.152777778,4704582.916666667,143261.22222222222,136721.0,15276054.0
100,경상북도 영덕군,412196.0,526635.0,1169239.0,485938.0,1367774.0,81305.0,1565049.0,3425618.0,18998.0,9003846.0
101,경상북도 영양군,152854.0,37252.916666666664,147211.0,48334.0,225585.0,235640.15277777778,217708.91666666666,445433.22222222225,5321.0,1533445.0
102,경상북도 영주시,1181394.0,66591.91666666667,630214.0,576367.0,1107177.0,1508033.1527777778,2557522.9166666665,190167.22222222222,59768.0,7895434.0
103,경상북도 영천시,1308181.0,1750297.0,949986.0,875427.0,1114595.0,1218354.0,3513633.0,416977.0,46474.0,11144838.0
104,경상북도 예천군,900667.0,622520.0,747036.0,140935.0,393691.0,710169.0,2135086.0,183246.0,319469.0,6103733.0
105,경상북도 울릉군,300878.0,15546.916666666668,394795.0,6827.0,230770.0,8719.152777777777,304156.9166666667,452974.22222222225,0.0,1732771.0
106,경상북도 울진군,679155.0,516835.0,626263.0,119363.0,1181194.0,208850.0,1021019.0,2104919.0,738979.0,7147491.0
107,경상북도 의성군,510173.0,1732983.0,646849.0,299615.0,433039.0,694269.0,1384793.0,550080.0,132723.0,6374777.0
108,경상북도 청도군,746915.0,979447.9166666666,872564.0,109082.0,1439196.0,1459088.1527777778,2932502.9166666665,369207.22222222225,381415.0,9307352.0
109,경상북도 청송군,109163.0,3975.0,251774.0,49212.0,1313884.0,196941.0,905471.0,1699780.0,88281.0,4569394.0
110,경상북도 칠곡군,1645886.0,2153059.0,1843517.0,415226.0,1862383.0,794187.0,8001578.0,1080283.0,569082.0,18316116.0
111,경상북도 포항시 남구,4850381.0,185833.91666666666,3011962.0,2085687.0,3260277.0,280683.15277777775,9883456.916666666,2489066.222222222,100216.0,26165944.0
112,경상북도 포항시 북구,2107121.0,999248.9166666666,1762915.0,4947223.0,2810300.0,412614.15277777775,10225957.916666666,3490466.222222222,74909.0,26849144.0
113,광주광역시 광산구,3604330.0,873569.0,3766542.0,6235003.0,3620052.0,100472.0,20175657.0,11504.0,23392.0,38348013.0
114,광주광역시 남구,571524.0,540106.9166666666,1184205.0,2397885.0,987587.0,285618.15277777775,11960526.916666666,20415.222222222223,6830.0,17972459.0
115,광주광역시 동구,214498.0,453353.9166666667,4984774.0,7990436.0,2629171.0,801940.1527777778,12740617.916666666,0.0,5370.0,29832869.0
116,광주광역시 북구,1260373.0,289004.9166666667,8185695.0,5808571.0,2830434.0,410829.15277777775,21989134.916666668,4522.222222222223,5304.0,40801989.0
117,광주광역시 서구,4060388.0,213081.91666666666,4519073.0,10343865.0,3713390.0,238284.15277777778,19350404.916666668,171285.22222222222,1279.0,42628745.0
118,대구광역시 남구,458427.0,12170.916666666668,2100588.0,3444736.0,1319433.0,330421.15277777775,16082774.916666666,0.0,5228.0,23764996.0
119,대구광역시 달서구,467.0,485682.9166666667,7657132.0,11182355.0,3129640.0,146255.15277777778,22049885.916666668,1639883.2222222222,394649.0,46704070.0
120,대구광역시 달성군,541359.0,663575.9166666666,6073486.0,576790.0,1121796.0,1113899.1527777778,15146363.916666666,729324.2222222222,67214.0,26051928.0
121,대구광역시 동구,10257581.0,554884.9166666666,3858093.0,16345364.0,3550914.0,1343487.1527777778,14086867.916666666,74542.22222222222,184509.0,50274865.0
122,대구광역시 북구,642605.0,558613.9166666666,7504843.0,14991338.0,2944891.0,62522.15277777778,14749301.916666666,195762.22222222222,32109.0,41700523.0
123,대구광역시 서구,3306999.0,49971.916666666664,567317.0,6383835.0,1259892.0,6444.152777777777,5810992.916666667,0.0,522.0,17397015.0
124,대구광역시 수성구,29210.0,687389.9166666666,4314572.0,3282919.0,5123978.0,187519.15277777778,26737381.916666668,1939565.2222222222,12277.0,42332930.0
